Antibody,Threshold,OASis Percentile,OASis Identity,Heavy V Germline,Heavy J Germline,Heavy OASis Percentile,Heavy OASis Identity,Heavy Non-human peptides,Light V Germline,Light J Germline,Light OASis Percentile,Light OASis Identity,Light Non-human peptides
9085_seq2,relaxed,1,1,,,,,,IGKV1-17*01,IGKJ2*04,1,1,0
9092_seq1,relaxed,0.649818181818182,0.863636363636364,IGHV3/OR16-10*01,IGHJ6*01,0.739090909090909,0.863636363636364,15,,,,,
9092_seq2,relaxed,0.840181818181818,0.939393939393939,,,,,,IGKV3-20*01,IGKJ1*01,0.727030303030303,0.939393939393939,6
9093_seq1,relaxed,0.523576923076923,0.798076923076923,,,,,,IGKV2-28*01,IGKJ1*01,0.442807692307692,0.798076923076923,21
9093_seq2,relaxed,0.191318584070796,0.699115044247788,IGHV1-3*01,IGHJ4*01,0.304053097345133,0.699115044247788,34,,,,,
9097_seq1,relaxed,0.635346153846154,0.855769230769231,IGHV3-23*03,IGHJ4*01,0.718576923076923,0.855769230769231,15,,,,,
9097_seq2,relaxed,0.581461538461539,0.826923076923077,,,,,,IGKV2-30*01,IGKJ1*01,0.520538461538462,0.826923076923077,18
9098_seq1,relaxed,0.625060606060606,0.848484848484848,,,,,,IGKV1-12*01,IGKJ3*01,0.580363636363636,0.848484848484848,15
9098_seq2,relaxed,0.933814814814815,0.962962962962963,IGHV3-21*01,IGHJ3*02,0.982074074074074,0.962962962962963,4,,,,,
9099_seq1,relaxed,0.695,0.88,,,,,,IGLV3-19*01,IGLJ2*01,0.639,0.88,12
9099_seq2,relaxed,0.774360655737705,0.90983606557377,IGHV1-69*06,IGHJ6*04,0.84755737704918,0.90983606557377,11,,,,,
9107_seq1,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ1*01,1,1,0
9107_seq2,relaxed,0.723272727272727,0.890909090909091,IGHV3-33*01,IGHJ2*01,0.794636363636364,0.890909090909091,12,,,,,
9114_seq1,relaxed,0.10602752293578,0.63302752293578,IGHV3-74*01,IGHJ4*01,0.149660550458716,0.63302752293578,40,,,,,
9114_seq2,relaxed,0.366902912621359,0.747572815533981,,,,,,IGKV1-39*01,IGKJ1*01,0.289504854368932,0.747572815533981,26
9116_seq1,relaxed,0.0762222222222222,0.555555555555556,,,,,,IGKV1-33*01,IGKJ1*01,0.0558888888888889,0.555555555555556,44
9116_seq2,relaxed,0.166558558558559,0.684684684684685,IGHV3-11*01,IGHJ4*01,0.266990990990991,0.684684684684685,35,,,,,
9117_seq1,relaxed,0.0762222222222222,0.555555555555556,,,,,,IGKV1-33*01,IGKJ1*01,0.0558888888888889,0.555555555555556,44
9117_seq2,relaxed,0.166558558558559,0.684684684684685,IGHV3-11*01,IGHJ4*01,0.266990990990991,0.684684684684685,35,,,,,
9123_seq1,relaxed,0.979,0.98,,,,,,IGKV3-15*01,IGKJ5*01,0.79,0.98,2
9123_seq2,relaxed,1,1,IGHV4-59*01,IGHJ4*01,1,1,0,,,,,
9128_seq1,relaxed,0.711105263157895,0.885964912280702,IGHV3-23*01,IGHJ4*01,0.782719298245614,0.885964912280702,13,,,,,
9128_seq2,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ1*01,1,1,0
9134_seq1,relaxed,0.90681981981982,0.954954954954955,IGHV3-30*01,IGHJ3*02,0.965873873873874,0.954954954954955,5,,,,,
9134_seq2,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ3*01,1,1,0
9135_seq1,relaxed,1,1,,,,,,IGKV3-20*01,IGKJ1*01,1,1,0
9135_seq2,relaxed,0.901814814814815,0.953703703703704,IGHV1-18*01,IGHJ4*01,0.96237037037037,0.953703703703704,5,,,,,
9137_seq1,relaxed,0.455761061946903,0.769911504424779,IGHV1-2*02,IGHJ2*01,0.482743362831858,0.769911504424779,26,,,,,
9137_seq2,relaxed,1,1,,,,,,IGLV1-40*01,IGLJ7*01,1,1,0
9144_seq1,relaxed,0.00747706422018351,0.431192660550459,IGHV1-3*01,IGHJ4*01,0.0363577981651376,0.431192660550459,62,,,,,
9144_seq2,relaxed,0.104067961165049,0.631067961165049,,,,,,IGKV7-3*01,IGKJ1*01,0.0949611650485437,0.631067961165049,38
9153_seq1,relaxed,0.677601941747573,0.87378640776699,,,,,,IGLV1-40*01,IGLJ1*01,0.629058252427184,0.87378640776699,13
9153_seq2,relaxed,0.716196261682243,0.88785046728972,IGHV3-30*02,IGHJ3*01,0.787056074766355,0.88785046728972,12,,,,,
9158_seq1,relaxed,0.887,0.95,,,,,,IGKV3-20*01,IGKJ5*01,0.751,0.95,5
9158_seq2,relaxed,0.571571428571428,0.821428571428571,IGHV1-69*01,IGHJ3*01,0.617285714285714,0.821428571428571,20,,,,,
9165_seq1,relaxed,0.413504854368932,0.757281553398058,,,,,,IGKV4-1*01,IGKJ4*01,0.322757281553398,0.757281553398058,25
9165_seq2,relaxed,0.134818181818182,0.663636363636364,IGHV2-70*01,IGHJ3*01,0.201636363636364,0.663636363636364,37,,,,,
9182_seq1,relaxed,0.62572268907563,0.848739495798319,IGHV3-7*01,IGHJ2*01,0.698966386554622,0.848739495798319,18,,,,,
9182_seq2,relaxed,1,1,,,,,,IGKV3-20*01,IGKJ2*02,1,1,0
9185_seq1,relaxed,0.134818181818182,0.663636363636364,IGHV1-46*01,IGHJ4*01,0.201636363636364,0.663636363636364,37,,,,,
9185_seq2,relaxed,0.271952380952381,0.723809523809524,,,,,,IGKV4-1*01,IGKJ1*01,0.226857142857143,0.723809523809524,29
9199_seq1,relaxed,0.868756756756757,0.945945945945946,IGHV4-31*02,IGHJ4*01,0.941054054054054,0.945945945945946,6,,,,,
9199_seq2,relaxed,0.887,0.95,,,,,,IGKV3-15*01,IGKJ1*01,0.751,0.95,5
9200_seq1,relaxed,0.50308256880734,0.788990825688073,IGHV4-59*01,IGHJ4*01,0.523678899082569,0.788990825688073,23,,,,,
9200_seq2,relaxed,0.597461538461539,0.836538461538462,,,,,,IGKV2-28*01,IGKJ1*01,0.549961538461539,0.836538461538462,17
9226_seq1,relaxed,0.166558558558559,0.684684684684685,IGHV1-2*02,IGHJ4*01,0.266990990990991,0.684684684684685,35,,,,,
9226_seq2,relaxed,0.16,0.68,,,,,,IGKV1-39*01,IGKJ2*01,0.147,0.68,32
9233_seq1,relaxed,0.11016814159292,0.63716814159292,IGHV1-46*01,IGHJ4*01,0.158769911504425,0.63716814159292,41,,,,,
9233_seq2,relaxed,0.500969696969697,0.787878787878788,,,,,,IGKV1-39*01,IGKJ1*01,0.41230303030303,0.787878787878788,21
9234_seq1,relaxed,0.515678571428571,0.794642857142857,IGHV1-24*01,IGHJ3*01,0.545964285714285,0.794642857142857,23,,,,,
9234_seq2,relaxed,0.578436893203883,0.825242718446602,,,,,,IGLV1-40*01,IGLJ2*01,0.514825242718447,0.825242718446602,18
9235_seq1,relaxed,0.775,0.91,,,,,,IGLV3-21*01,IGLJ2*01,0.687,0.91,9
9235_seq2,relaxed,0.687140350877193,0.87719298245614,IGHV1-18*01,IGHJ2*01,0.765070175438596,0.87719298245614,14,,,,,
9236_seq1,relaxed,0.207782608695652,0.704347826086957,IGHV3-11*01,IGHJ4*01,0.315130434782609,0.704347826086957,34,,,,,
9236_seq2,relaxed,0.0808282828282828,0.565656565656566,,,,,,IGKV1-39*01,IGKJ1*01,0.0595656565656566,0.565656565656566,43
9255_seq1,relaxed,0.540212389380531,0.805309734513274,IGHV3-20*04,IGHJ2*01,0.577495575221239,0.805309734513274,22,,,,,
9255_seq2,relaxed,0.783272727272727,0.919191919191919,,,,,,IGLV3-19*01,IGLJ2*01,0.701707070707071,0.919191919191919,8
9262_seq1,relaxed,0.335767676767676,0.737373737373737,,,,,,IGKV1-39*01,IGKJ4*01,0.256434343434343,0.737373737373737,26
9262_seq2,relaxed,0.198964912280702,0.701754385964912,IGHV1-69*01,IGHJ4*01,0.309684210526316,0.701754385964912,34,,,,,
9290_seq1,relaxed,0.646440366972477,0.862385321100918,IGHV3-66*01,IGHJ4*01,0.735963302752294,0.862385321100918,15,,,,,
9290_seq2,relaxed,0.638444444444444,0.858585858585859,,,,,,IGKV1-39*01,IGKJ1*01,0.591727272727273,0.858585858585859,14
9295_seq1,relaxed,0.1705,0.6875,IGHV3-66*01,IGHJ4*01,0.276,0.6875,35,,,,,
9295_seq2,relaxed,0.583909090909091,0.828282828282828,,,,,,IGKV1-39*01,IGKJ1*01,0.525161616161616,0.828282828282828,17
9299_seq1,relaxed,0.634,0.854545454545455,IGHV3-30*03,IGHJ4*01,0.715272727272727,0.854545454545455,16,,,,,
9299_seq2,relaxed,0.581461538461539,0.826923076923077,,,,,,IGKV2-30*02,IGKJ1*01,0.520538461538462,0.826923076923077,18
9300_seq1,relaxed,0.002,0.295918367346939,,,,,,IGKV6-21*01,IGKJ1*01,0.00318367346938776,0.295918367346939,69
9300_seq2,relaxed,0,0.276190476190476,IGHV4-4*08,IGHJ4*01,0.00247619047619048,0.276190476190476,76,,,,,
9307_seq1,relaxed,0.0974678899082569,0.623853211009174,IGHV1-69*01,IGHJ4*01,0.136238532110092,0.623853211009174,41,,,,,
9307_seq2,relaxed,0.449727272727272,0.767676767676768,,,,,,IGKV1-16*01,IGKJ2*01,0.348121212121212,0.767676767676768,23
9308_seq1,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ1*01,1,1,0
9308_seq2,relaxed,0.62572268907563,0.848739495798319,IGHV4-39*01,IGHJ5*01,0.698966386554622,0.848739495798319,18,,,,,
9309_seq1,relaxed,0.771454545454545,0.909090909090909,IGHV3-33*01,IGHJ2*01,0.845545454545455,0.909090909090909,10,,,,,
9309_seq2,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ4*01,1,1,0
9310_seq1,relaxed,0.305428571428571,0.732142857142857,IGHV4-38-2*01,IGHJ5*01,0.395785714285714,0.732142857142857,30,,,,,
9310_seq2,relaxed,0.335767676767676,0.737373737373737,,,,,,IGKV1-39*01,IGKJ1*01,0.256434343434343,0.737373737373737,26
9320_seq1,relaxed,1,1,,,,,,IGKV1D-16*01,IGKJ2*01,1,1,0
9320_seq2,relaxed,0.783678571428571,0.919642857142857,IGHV3-23*01,IGHJ4*01,0.876928571428571,0.919642857142857,9,,,,,
9321_seq1,relaxed,0.0476060606060606,0.515151515151515,,,,,,IGKV1-17*01,IGKJ2*01,0.0375454545454545,0.515151515151515,48
9321_seq2,relaxed,0.620801801801802,0.846846846846847,IGHV3-21*01,IGHJ4*01,0.69290990990991,0.846846846846847,17,,,,,
9322_seq1,relaxed,0.297461538461538,0.730769230769231,,,,,,IGKV2-30*01,IGKJ5*01,0.239923076923077,0.730769230769231,28
9322_seq2,relaxed,0.167259259259259,0.685185185185185,IGHV1-46*04,IGHJ4*01,0.268592592592593,0.685185185185185,34,,,,,
9323_seq1,relaxed,0.832810810810811,0.936936936936937,IGHV4-4*02,IGHJ3*02,0.918873873873874,0.936936936936937,7,,,,,
9323_seq2,relaxed,1,1,,,,,,IGKV2-28*01,IGKJ1*01,1,1,0
9333_seq1,relaxed,0.500969696969697,0.787878787878788,,,,,,IGKV1-17*01,IGKJ2*01,0.41230303030303,0.787878787878788,21
9333_seq2,relaxed,0.240714285714286,0.714285714285714,IGHV3-72*01,IGHJ4*01,0.344142857142857,0.714285714285714,32,,,,,
9334_seq1,relaxed,0.0176326530612245,0.469387755102041,,,,,,IGKV3-11*01,IGKJ5*01,0.0248775510204082,0.469387755102041,52
9334_seq2,relaxed,0.012,0.454545454545454,IGHV1-3*01,IGHJ3*01,0.0524545454545454,0.454545454545454,60,,,,,
9335_seq1,relaxed,0.990878787878788,0.98989898989899,,,,,,IGKV1-8*01,IGKJ1*01,0.795939393939394,0.98989898989899,1
9335_seq2,relaxed,0.484983050847458,0.779661016949153,IGHV3-30*01,IGHJ3*02,0.502322033898305,0.779661016949153,26,,,,,
9336_seq1,relaxed,0.779584905660377,0.915094339622642,IGHV3-7*01,IGHJ2*01,0.863283018867925,0.915094339622642,9,,,,,
9336_seq2,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ2*01,1,1,0
9343_seq1,relaxed,0.00286486486486487,0.324324324324324,IGHV1-3*01,IGHJ4*01,0.00986486486486487,0.324324324324324,75,,,,,
9343_seq2,relaxed,0.002,0.316326530612245,,,,,,IGKV1-39*01,IGKJ4*01,0.00463265306122449,0.316326530612245,67
9354_seq1,relaxed,0.511423423423423,0.792792792792793,IGHV3-23*04,IGHJ3*01,0.538009009009009,0.792792792792793,23,,,,,
9354_seq2,relaxed,0.447873786407767,0.766990291262136,,,,,,IGKV1-39*01,IGKJ4*01,0.346679611650485,0.766990291262136,24
9365_seq1,relaxed,0.950861386138614,0.97029702970297,,,,,,IGKV3-11*01,IGKJ4*01,0.778356435643564,0.97029702970297,3
9365_seq2,relaxed,0.604840707964602,0.84070796460177,IGHV4-34*01,IGHJ2*01,0.673265486725664,0.84070796460177,18,,,,,
9368_seq1,relaxed,0.202189189189189,0.702702702702703,IGHV3-23*04,IGHJ4*01,0.311675675675676,0.702702702702703,33,,,,,
9368_seq2,relaxed,0.710428571428571,0.885714285714286,,,,,,IGKV1-39*01,IGKJ1*01,0.651571428571429,0.885714285714286,12
9370_seq1,relaxed,1,1,,,,,,IGKV3-20*01,IGKJ4*01,1,1,0
9370_seq2,relaxed,0.762440677966102,0.906779661016949,IGHV3-33*01,IGHJ6*01,0.839305084745763,0.906779661016949,11,,,,,
9372_seq1,relaxed,0.774648648648649,0.90990990990991,IGHV1-69*01,IGHJ2*01,0.847756756756757,0.90990990990991,10,,,,,
9372_seq2,relaxed,0.589693069306931,0.831683168316832,,,,,,IGKV3-11*01,IGKJ1*01,0.535881188118812,0.831683168316832,17
9373_seq1,relaxed,1,1,,,,,,IGKV1-13*02,IGKJ4*01,1,1,0
9373_seq2,relaxed,0.61204347826087,0.843478260869565,IGHV3-48*02,IGHJ4*01,0.682130434782609,0.843478260869565,18,,,,,
9374_seq1,relaxed,0.482538461538462,0.778846153846154,,,,,,IGKV2-28*01,IGKJ1*01,0.376884615384615,0.778846153846154,23
9374_seq2,relaxed,0.493189189189189,0.783783783783784,IGHV3-21*01,IGHJ4*01,0.511702702702703,0.783783783783784,24,,,,,
9380_seq1,relaxed,0.49095652173913,0.782608695652174,IGHV3-23*04,IGHJ3*01,0.509,0.782608695652174,25,,,,,
9380_seq2,relaxed,0.663454545454546,0.868686868686869,,,,,,IGKV1-39*01,IGKJ1*01,0.619060606060606,0.868686868686869,13
9382_seq1,relaxed,0.552459459459459,0.810810810810811,IGHV1-2*02,IGHJ4*01,0.587351351351351,0.810810810810811,21,,,,,
9382_seq2,relaxed,0.771454545454545,0.909090909090909,,,,,,IGKV1-39*01,IGKJ2*01,0.685545454545455,0.909090909090909,9
9413_seq1,relaxed,0.118896551724138,0.646551724137931,IGHV3-15*06,IGHJ4*01,0.169586206896552,0.646551724137931,41,,,,,
9413_seq2,relaxed,0.413504854368932,0.757281553398058,,,,,,IGKV4-1*01,IGKJ1*01,0.322757281553398,0.757281553398058,25
9415_seq1,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ2*01,1,1,0
9415_seq2,relaxed,0.729913043478261,0.895652173913044,IGHV1-69*01,IGHJ6*01,0.808391304347826,0.895652173913044,12,,,,,
9428_seq1,relaxed,0.663454545454546,0.868686868686869,,,,,,IGKV1-39*01,IGKJ1*01,0.619060606060606,0.868686868686869,13
9428_seq2,relaxed,0.193,0.7,IGHV3-74*01,IGHJ4*01,0.306,0.7,33,,,,,
9430_seq1,relaxed,1,1,IGHV4-34*01,IGHJ4*01,1,1,0,,,,,
9430_seq2,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ1*01,1,1,0
9431_seq1,relaxed,0.165142857142857,0.683673469387755,,,,,,IGKV3-11*01,IGKJ4*01,0.155081632653061,0.683673469387755,31
9431_seq2,relaxed,0.493189189189189,0.783783783783784,IGHV3-7*01,IGHJ3*02,0.511702702702703,0.783783783783784,24,,,,,
9439_seq1,relaxed,0.10565306122449,0.63265306122449,,,,,,IGKV6D-41*01,IGKJ1*01,0.0963877551020409,0.63265306122449,36
9439_seq2,relaxed,0.150486486486486,0.675675675675676,IGHV4-4*08,IGHJ4*01,0.239027027027027,0.675675675675676,36,,,,,
9440_seq1,relaxed,0.500969696969697,0.787878787878788,,,,,,IGKV1-33*01,IGKJ1*01,0.41230303030303,0.787878787878788,21
9440_seq2,relaxed,0.144,0.672727272727273,IGHV1-24*01,IGHJ3*01,0.230181818181818,0.672727272727273,36,,,,,
9441_seq1,relaxed,0.012,0.45945945945946,IGHV7-4-1*01,IGHJ2*01,0.0583513513513514,0.45945945945946,60,,,,,
9441_seq2,relaxed,0.564153846153846,0.817307692307692,,,,,,IGKV2-28*01,IGKJ2*01,0.489461538461538,0.817307692307692,19
9447_seq1,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ1*01,1,1,0
9447_seq2,relaxed,0.811508771929825,0.929824561403509,IGHV3-7*01,IGHJ6*01,0.904526315789474,0.929824561403509,8,,,,,
9465_seq1,relaxed,0.253181818181818,0.718181818181818,IGHV1-46*01,IGHJ4*01,0.359727272727272,0.718181818181818,31,,,,,
9465_seq2,relaxed,0.36669696969697,0.747474747474748,,,,,,IGKV4-1*01,IGKJ2*01,0.289161616161616,0.747474747474748,25
9467_seq1,relaxed,0.372,0.75,,,,,,IGKV2D-29*02,IGKJ2*01,0.298,0.75,26
9467_seq2,relaxed,0.470324324324324,0.774774774774775,IGHV1-69*01,IGHJ4*01,0.49254954954955,0.774774774774775,25,,,,,
9475_seq1,relaxed,0.862,0.944444444444444,IGHV1-18*01,IGHJ4*01,0.937,0.944444444444444,6,,,,,
9475_seq2,relaxed,1,1,,,,,,IGKV3-15*01,IGKJ4*01,1,1,0
9476_seq1,relaxed,1,1,,,,,,IGKV1-12*01,IGKJ2*01,1,1,0
9476_seq2,relaxed,0.933814814814815,0.962962962962963,IGHV3-9*01,IGHJ3*02,0.982074074074074,0.962962962962963,4,,,,,
9482_seq1,relaxed,0.654538461538462,0.865384615384615,,,,,,IGKV2-28*01,IGKJ1*01,0.609153846153846,0.865384615384615,14
9482_seq2,relaxed,0.852384615384615,0.942307692307692,IGHV3-23*04,IGHJ4*01,0.931230769230769,0.942307692307692,6,,,,,
9486_seq1,relaxed,0.004,0.368421052631579,IGHV1-46*01,IGHJ3*01,0.0190526315789473,0.368421052631579,72,,,,,
9486_seq2,relaxed,0.169616161616161,0.686868686868687,,,,,,IGKV1-27*01,IGKJ2*01,0.162111111111111,0.686868686868687,31
9509_seq1,relaxed,0.663454545454546,0.868686868686869,,,,,,IGKV1-33*01,IGKJ1*01,0.619060606060606,0.868686868686869,13
9509_seq2,relaxed,0.117909090909091,0.645454545454546,IGHV1-46*01,IGHJ3*01,0.168818181818182,0.645454545454546,39,,,,,
9512_seq1,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ4*01,1,1,0
9512_seq2,relaxed,0.731172413793103,0.896551724137931,IGHV3-13*01,IGHJ5*02,0.811,0.896551724137931,12,,,,,
9519_seq1,relaxed,0.039,0.5,IGHV4-30-4*01,IGHJ6*01,0.073,0.5,58,,,,,
9519_seq2,relaxed,0.456,0.77,,,,,,IGKV1-33*01,IGKJ1*01,0.353,0.77,23
9520_seq1,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ2*01,1,1,0
9520_seq2,relaxed,0.868756756756757,0.945945945945946,IGHV7-4-1*02,IGHJ4*01,0.941054054054054,0.945945945945946,6,,,,,
9533_seq1,relaxed,0.49095652173913,0.782608695652174,IGHV1-2*02,IGHJ2*01,0.509,0.782608695652174,25,,,,,
9533_seq2,relaxed,0.625060606060606,0.848484848484848,,,,,,IGKV1-39*01,IGKJ4*01,0.580363636363636,0.848484848484848,15
9541_seq1,relaxed,0.523779816513761,0.798165137614679,IGHV3-48*01,IGHJ3*01,0.561110091743119,0.798165137614679,22,,,,,
9541_seq2,relaxed,0.545692307692308,0.807692307692308,,,,,,IGKV1-39*01,IGKJ1*01,0.464153846153846,0.807692307692308,20
9549_seq1,relaxed,0.864293577981651,0.944954128440367,IGHV4-34*01,IGHJ2*01,0.938376146788991,0.944954128440367,6,,,,,
9549_seq2,relaxed,1,1,,,,,,IGKV4-1*01,IGKJ1*01,1,1,0
9558_seq1,relaxed,0.0932142857142857,0.616071428571429,IGHV1-46*01,IGHJ3*01,0.124535714285714,0.616071428571429,43,,,,,
9558_seq2,relaxed,0.00612499999999999,0.427083333333333,,,,,,IGKV3-11*01,IGKJ2*01,0.0174166666666667,0.427083333333333,55
9567_seq1,relaxed,0.638444444444444,0.858585858585859,,,,,,IGKV1-39*01,IGKJ1*01,0.591727272727273,0.858585858585859,14
9568_seq1,relaxed,0.639614035087719,0.859649122807017,IGHV3-33*01,IGHJ3*02,0.729052631578947,0.859649122807017,16,,,,,
9568_seq2,relaxed,1,1,,,,,,IGKV1-12*01,IGKJ1*01,1,1,0
9572_seq1,relaxed,0.222708737864077,0.70873786407767,,,,,,IGKV4-1*01,IGKJ1*01,0.203728155339806,0.70873786407767,30
9572_seq2,relaxed,0.36727027027027,0.747747747747748,IGHV1-18*01,IGHJ4*01,0.438693693693694,0.747747747747748,28,,,,,
9575_seq1,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ4*01,1,1,0
9575_seq2,relaxed,0.548,0.808695652173913,IGHV3-33*01,IGHJ5*02,0.582913043478261,0.808695652173913,22,,,,,
9578_seq1,relaxed,0.335767676767676,0.737373737373737,,,,,,IGKV1-27*01,IGKJ1*01,0.256434343434343,0.737373737373737,26
9578_seq2,relaxed,0.495588785046729,0.785046728971963,IGHV7-4-1*02,IGHJ4*01,0.514607476635514,0.785046728971963,23,,,,,
9589_seq1,relaxed,1,1,,,,,,IGKV1-17*01,IGKJ1*01,1,1,0
9589_seq2,relaxed,0.774648648648649,0.90990990990991,IGHV1-24*01,IGHJ4*01,0.847756756756757,0.90990990990991,10,,,,,
9590_seq1,relaxed,0.0878761061946903,0.592920353982301,IGHV5-51*01,IGHJ2*01,0.101752212389381,0.592920353982301,46,,,,,
9590_seq2,relaxed,0.401081632653061,0.755102040816326,,,,,,IGKV3-20*01,IGKJ2*01,0.31534693877551,0.755102040816326,24
9598_seq1,relaxed,0.659836734693878,0.86734693877551,,,,,,IGKV1-17*01,IGKJ2*01,0.615040816326531,0.86734693877551,13
9598_seq2,relaxed,0.35325,0.741071428571429,IGHV1-69*02,IGHJ6*01,0.42,0.741071428571429,29,,,,,
9599_seq1,relaxed,0.137821428571429,0.669642857142857,IGHV3-66*01,IGHJ1*01,0.220857142857143,0.669642857142857,37,,,,,
9599_seq2,relaxed,0.557705882352941,0.813725490196078,,,,,,IGKV1-39*01,IGKJ4*01,0.47943137254902,0.813725490196078,19
9608_seq1,relaxed,0.783027027027027,0.918918918918919,IGHV5-51*01,IGHJ3*02,0.874756756756757,0.918918918918919,9,,,,,
9608_seq2,relaxed,1,1,,,,,,IGKV3-20*01,IGKJ1*01,1,1,0
9610_seq1,relaxed,0.548909090909091,0.809090909090909,IGHV1-2*02,IGHJ4*01,0.583545454545454,0.809090909090909,21,,,,,
9610_seq2,relaxed,0.476097087378641,0.776699029126214,,,,,,IGKV4-1*01,IGKJ1*01,0.371087378640776,0.776699029126214,23
9611_seq1,relaxed,0.548909090909091,0.809090909090909,IGHV1-2*02,IGHJ4*01,0.583545454545454,0.809090909090909,21,,,,,
9611_seq2,relaxed,0.476097087378641,0.776699029126214,,,,,,IGKV4-1*01,IGKJ1*01,0.371087378640776,0.776699029126214,23
9612_seq1,relaxed,0.0113478260869565,0.443478260869565,IGHV1-46*01,IGHJ3*01,0.0417826086956522,0.443478260869565,64,,,,,
9612_seq2,relaxed,0.0912121212121212,0.606060606060606,,,,,,IGKV1-27*01,IGKJ2*01,0.0774848484848485,0.606060606060606,39
9613_seq1,relaxed,0.004,0.396396396396396,IGHV1-46*01,IGHJ3*01,0.0294774774774775,0.396396396396396,67,,,,,
9613_seq2,relaxed,0.0843846153846154,0.576923076923077,,,,,,IGKV2-28*01,IGKJ2*01,0.0613846153846154,0.576923076923077,44
9620_seq1,relaxed,0.782363636363636,0.918181818181818,IGHV3-23*04,IGHJ2*01,0.872545454545455,0.918181818181818,9,,,,,
9620_seq2,relaxed,0.896523809523809,0.952380952380952,,,,,,IGKV4-1*01,IGKJ2*01,0.754095238095238,0.952380952380952,5
9623_seq1,relaxed,0.636857142857143,0.857142857142857,IGHV3-33*01,IGHJ4*01,0.722285714285714,0.857142857142857,15,,,,,
9623_seq2,relaxed,1,1,,,,,,IGKV3-11*01,IGKJ1*01,1,1,0
9626_seq1,relaxed,0.564153846153846,0.817307692307692,,,,,,IGKV2D-29*02,IGKJ4*01,0.489461538461538,0.817307692307692,19
9626_seq2,relaxed,0.182444444444444,0.694444444444444,IGHV1-2*02,IGHJ4*01,0.293777777777778,0.694444444444444,33,,,,,
9635_seq1,relaxed,0.638247787610619,0.858407079646018,IGHV3-23*01,IGHJ4*01,0.725699115044248,0.858407079646018,16,,,,,
9635_seq2,relaxed,0.928803921568627,0.96078431372549,,,,,,IGLV1-47*01,IGLJ3*02,0.765098039215686,0.96078431372549,4
9636_seq1,relaxed,0.707461538461538,0.884615384615385,,,,,,IGKV2-29*02,IGKJ4*01,0.649153846153846,0.884615384615385,12
9636_seq2,relaxed,0.455761061946903,0.769911504424779,IGHV3-21*01,IGHJ3*01,0.482743362831858,0.769911504424779,26,,,,,
9643_seq1,relaxed,0.825738317757009,0.934579439252336,IGHV1-18*01,IGHJ3*01,0.914158878504673,0.934579439252336,7,,,,,
9643_seq2,relaxed,0.844673267326732,0.940594059405941,,,,,,IGLV2-14*01,IGLJ2*01,0.729366336633663,0.940594059405941,6
9646_seq1,relaxed,0.479333333333334,0.777777777777778,,,,,,IGKV1-39*01,IGKJ1*01,0.374,0.777777777777778,22
9646_seq2,relaxed,0.358061946902655,0.743362831858407,IGHV3-23*04,IGHJ4*01,0.42641592920354,0.743362831858407,29,,,,,
9647_seq1,relaxed,0.264913043478261,0.721739130434783,IGHV3-74*01,IGHJ4*01,0.371,0.721739130434783,32,,,,,
9647_seq2,relaxed,0.502076923076923,0.788461538461538,,,,,,IGKV1-39*01,IGKJ1*01,0.414692307692307,0.788461538461538,22
9648_seq1,relaxed,0.437526315789474,0.763157894736842,IGHV3-7*01,IGHJ4*01,0.463157894736842,0.763157894736842,27,,,,,
9648_seq2,relaxed,0.16,0.68,,,,,,IGKV1-16*01,IGKJ2*01,0.147,0.68,32
9653_seq1,relaxed,0.283727272727273,0.727272727272727,,,,,,IGKV3-15*01,IGKJ4*01,0.233090909090909,0.727272727272727,27
9653_seq2,relaxed,0.0994782608695653,0.626086956521739,IGHV1-69*01,IGHJ4*01,0.138695652173913,0.626086956521739,43,,,,,
9669_seq1,relaxed,1,1,,,,,,IGKV2-28*01,IGKJ2*01,1,1,0
9669_seq2,relaxed,0.719,0.888888888888889,IGHV3-23*04,IGHJ6*01,0.789444444444444,0.888888888888889,13,,,,,
9672_seq1,relaxed,0.283727272727273,0.727272727272727,,,,,,IGKV1-39*01,IGKJ1*01,0.233090909090909,0.727272727272727,27
9672_seq2,relaxed,0.372,0.75,IGHV1-18*01,IGHJ4*01,0.445,0.75,27,,,,,
9679_seq1,relaxed,1,1,IGHV1-8*01,IGHJ6*01,1,1,0,,,,,
9679_seq2,relaxed,0.929679611650486,0.961165048543689,,,,,,IGLV1-51*01,IGLJ2*01,0.765631067961165,0.961165048543689,4
9688_seq1,relaxed,0.840181818181818,0.939393939393939,,,,,,IGKV3-20*01,IGKJ1*01,0.727030303030303,0.939393939393939,6
9688_seq2,relaxed,0.786947368421053,0.921052631578947,IGHV3-13*01,IGHJ4*01,0.880842105263158,0.921052631578947,9,,,,,
